,date,content,retweetCount,coordinates
1540,2015-01-28 17:56:05+00:00,The Wombats sont de retour avec Glitterbug: Ce qu'il y a de bien avec la blogo c'est que par le biais des doss... http://t.co/AkZdjSXCK8,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1541,2015-01-28 11:33:43+00:00,La #SNCF propose le train en illimité avec iDTGV Max http://t.co/h3DZZEtNg8,0,"{'longitude': 2.3533141, 'latitude': 48.8562672}"
1542,2015-01-27 20:09:16+00:00,"Amber Le Bon Sighting: Paris, France/ the Giorgio Armani Prive show http://t.co/P9IGC2WMg4",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1543,2015-01-26 16:34:15+00:00,Le nouveau café Pouchkine Rive Gauche: Le célèbre Café Pouchkine vient de s'installer Rive Gauche et l'inaugur... http://t.co/yIs4Vx6QaC,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1544,2015-01-26 16:34:14+00:00,Le nouveau café Pouchkine Rive Gauche: Le célèbre Café Pouchkine vient de s'installer Rive Gauche et l'inaugur... http://t.co/BBs805An0z,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1545,2015-01-25 15:11:28+00:00,"Toute première fois (critique et concours express): Ce n'est pas pour rien que le film ""Toute première fois"" a... http://t.co/IdqSEj3mpf",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1546,2015-01-25 15:11:27+00:00,"Toute première fois (critique et concours express): Ce n'est pas pour rien que le film ""Toute première fois"" a... http://t.co/V7FQU9a0no",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1547,2015-01-23 11:01:30+00:00,"Le chapeau, les couvres-chefs, et autres plaisirs de tête ! http://t.co/Q39DkVi8N9",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
1548,2015-01-20 19:23:39+00:00,"Actuellement exposition des photos à l'Hotel de Ville ""Paris Magnum"" : la capitale par le plus grands… http://t.co/r9Zs3DtpX2",0,"{'longitude': 2.35220562, 'latitude': 48.85697286}"
1549,2015-01-20 19:23:19+00:00,"Actuellement exposition des photos à l'Hotel de Ville ""Paris Magnum"" : la capitale par le plus grands… http://t.co/PM7rYfia7y",0,"{'longitude': 2.35220562, 'latitude': 48.85697286}"
1550,2015-01-20 15:31:58+00:00,"Papa ou Maman (concours inside): De nombreux films sortent sur les écrans français en ce moment, avec le temps... http://t.co/DFyb5HD47S",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1551,2015-01-20 06:41:40+00:00,"@smudie King Creosote at Le Batofar (May 28, 2015): Paris, France http://t.co/VmAVB8m86d",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1552,2015-01-19 14:04:38+00:00,"""L'économie circulaire c'est la manière de construire une ville intelligente, le Paris de demain"" @antoinetteguhl http://t.co/5hC13Eg7bw",6,"{'longitude': 2.3525408, 'latitude': 48.857237}"
1553,2015-01-15 11:41:19+00:00,Qu'évoque pour vous l'océan est le thème de la photo du mois: C'est Pilisi qui a donné le thème du mois pour l... http://t.co/AJP5BqbBED,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1554,2015-01-15 11:07:08+00:00,Psychose du colis suspect dans le métro de Paris (ligne 6). #CharlieHebdo #19h30,1,"{'longitude': 2.35198776, 'latitude': 48.85708567}"
1555,2015-01-14 16:48:39+00:00,[Promotion] Téléchargez le livre blanc Anaplan : 7 raisons pour remplacer vos tableaux de planification http://t.co/YlTpjB1tx0 #BI,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1556,2015-01-14 16:17:08+00:00,"Loin des hommes (critique inside): Après le concours, pour info les résultats sont en édit du post, voici ma c... http://t.co/NtbncpxJGY",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1557,2015-01-14 11:29:45+00:00,"ASO annonce ses invitations pour le Tour de France, Paris-Nice et le Critérium du Dauphiné http://t.co/VpEp1Fia60 #TDF #TDF2015",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1558,2015-01-13 18:37:23+00:00,On adore le projet de madame la maire http://t.co/bwCVj2WBmO. Proposez un projet pour la ville #notrebudget #Paris http://t.co/bIoUA2bBSr,0,"{'longitude': 2.35338228, 'latitude': 48.85625784}"
1559,2015-01-13 17:51:46+00:00,"Lancement du Budget Participatif avec @Anne_Hidalgo, une révolution dans la relation entre la Ville et le citoyen http://t.co/BY1g692Gdm",5,"{'longitude': 2.35340319, 'latitude': 48.85627913}"
1560,2015-01-13 17:26:45+00:00,...et puis tout un tas d'idées pour les étudiants qui viendront travailler et se ressourcer à Laptop #notrebudget http://t.co/UaPvm3ztfv,0,"{'longitude': 2.35340473, 'latitude': 48.85627608}"
1561,2015-01-13 17:24:41+00:00,Budget participatif: Commencer par changer le mdp de la mairie de Paris. http://t.co/i0i1yKxg6I,0,"{'longitude': 2.35340544, 'latitude': 48.85628039}"
1562,2015-01-13 15:41:02+00:00,#CharlieHebdo : Récit de la première conférence de rédaction après le drame minutes par minutes http://t.co/2xudX5TC3a,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1563,2015-01-12 08:04:25+00:00,Rencontre exceptionnelle ce matin: préparation de solutions pr le #climat &amp; la #transitionénergétique à @Paris #COP21 http://t.co/03s9TwsWn1,4,"{'longitude': 2.3532494, 'latitude': 48.8565383}"
1564,2015-01-09 09:08:44+00:00,"#ParisEstCharlie CONTRE l'obscurantisme, le racisme POUR la liberté, la paix #ConseildeParis @Anne_Hidalgo http://t.co/VHG4Bwbdel",3,"{'longitude': 2.3513929, 'latitude': 48.8566789}"
1565,2015-01-08 16:23:25+00:00,"Totalement d'accord @juliendray: Le #FN reste marqué par son histoire, il n'a pas sa place dans la #manifestation dimanche. #CharlieHebdo",5,"{'longitude': 2.35336522, 'latitude': 48.8568447}"
1566,2015-01-08 11:00:53+00:00,1000 personnes travaille a la mairie. Sur le parvis malgre la pluie #JeSuisCharlie http://t.co/UkoeUC2x0y,0,"{'longitude': 2.35157213, 'latitude': 48.85692824}"
1567,2015-01-08 10:57:29+00:00,"Place de l'Hotel de Ville, sotto gli ombrelli, a parte la pioggia e le sirene, il silenzio #JeSuisCharlie http://t.co/RqXOc3ke1k",1,"{'longitude': 2.35155726, 'latitude': 48.85657467}"
1568,2015-01-08 10:55:54+00:00,Hotel de ville. Personne ne dit mot. Le silence avant meme la minute de silence. #JeSuisCharlie http://t.co/cT7F5zosZH,3,"{'longitude': 2.35206216, 'latitude': 48.85688231}"
1569,2015-01-07 13:04:53+00:00,Le 7 janvier restera gravé dans nos mémoires. Un de ces jours d'infamie où des extrémistes pensent faire plier la démocratie.,4,"{'longitude': 2.35268111, 'latitude': 48.85618206}"
1570,2015-01-07 10:42:53+00:00,"@Anne_Hidalgo propose d'ouvrir les jardins de l'Hôtel de Ville, un nouvel espace vert dans le 4e #Paris cc @Mairiedu4e @cgirard",1,"{'longitude': 2.35340246, 'latitude': 48.85626918}"
1571,2015-01-07 10:41:14+00:00,Comme toutes les grandes metropoles travaillons le sujet pollution hors querelles partisanes @Anne_Hidalgo,1,"{'longitude': 2.3534517, 'latitude': 48.8565227}"
1572,2015-01-07 10:38:44+00:00,@Anne_Hidalgo le problème n est pas de comment circuler en voiture à Paris mais comment éviter les bronchiolites à ses enfants. 1/2,0,"{'longitude': 2.3534254, 'latitude': 48.8565059}"
1573,2015-01-07 10:14:16+00:00,Bonne année 2015 ou #écologie sera le tempo w/ @LaurenceHugues http://t.co/C7RoxJTuo3,0,"{'longitude': 2.35199, 'latitude': 48.85692}"
1574,2015-01-05 10:52:08+00:00,Le buste http://t.co/fH7RgsZW4y,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
1575,2015-01-03 17:31:02+00:00,Polar Loop makes you move #RethinkYourDay: J'ai pu tester le bracelet d'activité de chez Polar. J'aurais du l'... http://t.co/mBKWUb18VQ,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1576,2015-01-02 16:53:09+00:00,J'ai testé : le Bain Dissolvant Pieds Sephora http://t.co/z6h76i1AAF,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
1577,2014-12-31 16:01:45+00:00,Best of 2014 chez Dame Skarlette: Voici la fin de l'année et l'heure de faire le bilan sur mes 365 jours de bl... http://t.co/isgDFYYLIj,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1578,2014-12-30 12:45:04+00:00,Le procès Karim Wade http://t.co/DTujFQFvWX,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
1579,2014-12-30 08:32:24+00:00,"@iamclacky @Screamales at Le Batofar (May 9, 2015): Paris, France http://t.co/ekifAjonJ9",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1580,2014-12-24 15:16:02+00:00,"Début de fin de soirée: Vendredi dernier, direction le Théâtre des Variétés, non pas pour voir ""Ouh Ouh"" avec ... http://t.co/pA7Gm3sXit",1,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1581,2014-12-21 16:52:34+00:00,"La marque Urbaine Bench collection AW 2014: Depuis mon retour de vacances, le temps est assez clément mais je ... http://t.co/adSSwh4z0g",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1582,2014-12-21 13:53:17+00:00,"DAVID ALTMEJD, le rêveur absolu !  http://t.co/oeCLFvUb6J",1,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1583,2014-12-18 16:03:35+00:00,Le management en entreprise http://t.co/8sqE3p4xEe,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
1584,2014-12-17 15:39:34+00:00,Discours de  Mayor de Paris      Avant le display: portrait Asia Bibi http://t.co/PRK1mA24gB,0,"{'longitude': 2.35162128, 'latitude': 48.85699473}"
1585,2014-12-17 10:57:00+00:00,"#CP interrompre une présidente de groupe @nk_m  par une suspension de séance , du jamais vu ..! Rehaussons le débat @GroupeUDIMoDem",0,"{'longitude': 2.35142047, 'latitude': 48.85665908}"
1586,2014-12-17 10:38:30+00:00,"#CP Sur le logement,  interventions concrètes et pleines de bon sens du @GroupeUDIMoDem. Des logements pour tous ! http://t.co/kZUx56QA2s",0,"{'longitude': 2.35142543, 'latitude': 48.85665079}"
1587,2014-12-17 10:20:16+00:00,@AziereEric alerte sur le droit de préemption renforcée et son coût de revient. Mauvaise bonne idée  @GroupeUDIMoDem http://t.co/souifpVZXk,0,"{'longitude': 2.35138444, 'latitude': 48.85663046}"
1588,2014-12-17 09:37:02+00:00,Vœu adopté : le siège de l'UMP transformé en logements sociaux #ConseilDeParis @IanBrossat,12,"{'longitude': 2.35145416, 'latitude': 48.85670144}"
1589,2014-12-17 08:40:35+00:00,Mon  voeu sur la francophonie et le droit des femmes adopté au conseil de paris @MichaelleJeanF @YannWehrling @GroupeUDIMoDem,8,"{'longitude': 2.35141857, 'latitude': 48.85663095}"
1590,2014-12-17 08:30:40+00:00,Je lance demain le 1er dîner des républicaines avec #parolesfefemmes et #sansvoix. Invitée @Pascaleboistard. Faire front au populisme,3,"{'longitude': 2.35137399, 'latitude': 48.85666272}"
1591,2014-12-16 18:10:53+00:00,Le ruban est coupé #lespingouinsdemadagascar  et #NathaliePechalat http://t.co/zngAAxgTj0,0,"{'longitude': 2.351653, 'latitude': 48.8568724}"
1592,2014-12-16 16:59:56+00:00,. @YvesPDB Si vous souhaitez defendre les classes moyennes et populaires venez vous presenter dans le 19e plutot que dans le 7e !,2,"{'longitude': 2.3514179, 'latitude': 48.8566917}"
1593,2014-12-16 15:46:27+00:00,Le @ecoloParis Soutient @ClicParis en refusant les voeux de la droite sur l'ouverture dominicale #TravailDuDimanche #ConseildeParis,4,"{'longitude': 2.35177863, 'latitude': 48.85659873}"
1594,2014-12-16 15:44:08+00:00,Irresponsable ! La Commission tourne résolument le dos à l'avenir.   http://t.co/2T9Y9wUpn7,1,"{'longitude': 2.3513796, 'latitude': 48.8567041}"
1595,2014-12-16 09:12:53+00:00,Le premier budget de la majorité municipale de gauche et écologique est adopté. Une bonne nouvelle pour #paris. @ecoloParis @Anne_Hidalgo,6,"{'longitude': 2.35234257, 'latitude': 48.85672349}"
1596,2014-12-15 19:14:21+00:00,@LindaRamoul haaan tu crois qu'il ose evoquer un truc qui pourrait avoir un rapport avec le sexe ? C'est tres choquant.  #LigueVertue,0,"{'longitude': 2.3514353, 'latitude': 48.8566888}"
1597,2014-12-15 19:01:13+00:00,"au #conseildeparis sur le budget de la PP la lutte, contre les réseaux prostitution et l esclavage @OMaillebuau http://t.co/1yc7g0h6sQ",1,"{'longitude': 2.35168766, 'latitude': 48.85665448}"
1598,2014-12-15 18:01:17+00:00,Je le découvre grâce à toi.  Du coup je RT @JLMelenchon . Bises @alexiscorbiere,0,"{'longitude': 2.3514122, 'latitude': 48.8566969}"
1599,2014-12-15 17:58:06+00:00,@alexiscorbiere  En tout cas c'est tres bien que @JLMelenchon le fasse savoir ! :),0,"{'longitude': 2.3514187, 'latitude': 48.8566958}"
1600,2014-12-15 09:14:27+00:00,"Et voilà @annesouyris réussit à dire le nouveau keyword du #conseildeparis : ""intelligence des territoires"". #respect",1,"{'longitude': 2.35143509, 'latitude': 48.85666787}"
1601,2014-12-15 09:11:25+00:00,Plan d'investissement de la mandature : @annesouyris se félicite des moyens mis sur le vélo. 100 millions d'euros ! #conseildeparis,11,"{'longitude': 2.35146649, 'latitude': 48.85677634}"
1602,2014-12-14 17:40:22+00:00,"""Séduis le sol !"" @ Centre de danse du Marais #DanceLikeBeyoncé 👯",0,"{'longitude': 2.35270819, 'latitude': 48.85729448}"
1603,2014-12-14 17:38:54+00:00,Misez sur le Champagne Devaux pour les fêtes 2014: J'attendais que les fêtes arrivent pour vous parler de ce f... http://t.co/vjsGwCAJQe,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1604,2014-12-11 23:50:04+00:00,"Dans le métro #ILoveParis #Paris #underground #jaimeparis #parisjetaime #depardon @ Hôtel de Ville, Paris http://t.co/HS0oRTf5RR",0,"{'longitude': 2.35222222, 'latitude': 48.85638889}"
1605,2014-12-11 04:19:31+00:00,Alguién sabe si @fernandeznorona ya comió? Ni modo que no le alcance con los boteos que hace su gente en las casetas...,0,"{'longitude': 2.3522219, 'latitude': 48.8566131}"
1606,2014-12-10 08:25:17+00:00,".@IanBrossat Elle n'utilisera certainement pas les Parisiens comme vous le faites, pour des raisons politiciennes",0,"{'longitude': 2.35273761, 'latitude': 48.85650803}"
1607,2014-12-09 09:41:57+00:00,@Romain_Gros_ c'est pas sympa de pointer mon français approximatif matinal ! Sur le fond #royal devrait organiser un vrai grenelle de l'air.,0,"{'longitude': 2.35295855, 'latitude': 48.85707665}"
1608,2014-12-08 20:37:55+00:00,Soutenons la @fidh_fr  Rêve et espoir pour les combattants de la liberté dans le monde #SoireeFIDH @PKlugman @Paris http://t.co/dXMbkSUtWb,1,"{'longitude': 2.35338951, 'latitude': 48.85627328}"
1609,2014-12-08 16:37:15+00:00,@LePlombierGay @Anne_Hidalgo @autolibfr le nécessaire de plomberie tient très bien dans le coffre.,0,"{'longitude': 2.3525484, 'latitude': 48.8571395}"
1610,2014-12-08 16:30:56+00:00,"Genial ! ""@Anne_Hidalgo: Voici Utilib', le premier utilitaire 100% électrique en libre-service! (Cc @Autolibfr) http://t.co/moONaq2UsI""",9,"{'longitude': 2.3525279, 'latitude': 48.8571479}"
1611,2014-12-08 10:32:49+00:00,@Simonnet2 @FabienTipon @antipub la formule est. .. drôle un lundi matin.  Pour le reste rdv en #ConseilDeParis ! #RespectDesFormes,0,"{'longitude': 2.352895, 'latitude': 48.8572067}"
1612,2014-12-08 10:05:21+00:00,@FabienTipon @Simonnet2 vous tombez bien. Le voeux est exactement à ce sujet ;) On se bat contrr.,0,"{'longitude': 2.352905, 'latitude': 48.8572164}"
1613,2014-12-06 15:04:55+00:00,@JMSebastien Tout à fait. On va essayer de faire le point. #CPJ2015,0,"{'longitude': 2.35137654, 'latitude': 48.85658391}"
1614,2014-12-05 10:22:17+00:00,"P'tit dej au BHV/Marais, le vendredi matin c'est parfait, tranquille avec vue sur l'Hôtel de Ville http://t.co/XOS4YkWGni",0,"{'longitude': 2.35249717, 'latitude': 48.85727069}"
1615,2014-12-04 15:53:47+00:00,"@iamclacky Arms and Sleepers at Le Batofar (Jan 21, 2015): Paris, France http://t.co/dGarLtfVmK",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1616,2014-12-03 06:41:35+00:00,"@iamclacky @danmanganmusic + Blacksmith with Dan Mangan at Le Batofar (Apr 22, 2015): Paris, France http://t.co/07cyd5yU3a",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1617,2014-12-01 13:11:50+00:00,"@iamclacky Dels at Le Batofar (Feb 17, 2015): Paris, France http://t.co/dvEdi3naXx",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
1618,2014-12-01 09:37:32+00:00,Ouverture par @Anne_Hidalgo conférence de lutte contre le SIDA avec ONUSIDA avec des Maires du Monde et ONG @Paris http://t.co/7zuXUfPfqw,0,"{'longitude': 2.35340368, 'latitude': 48.85629394}"
1619,2014-11-28 08:14:37+00:00,@Sans__A Martin se fait interviewer par @franceinfo pr les 30 ans des @BanquesAlim sur le parvis de l'Hotel de Ville http://t.co/GIwmmlCy7Y,1,"{'longitude': 2.3516186, 'latitude': 48.8566286}"
1620,2014-11-27 22:10:16+00:00,"Le #pineapple food with iniyinamaskar ;) @ Hôtel de Ville, Paris http://t.co/62JvUk54qq",0,"{'longitude': 2.35222222, 'latitude': 48.85638889}"
1621,2014-11-26 19:23:30+00:00,Ah ouais genre j'savais pas c'était possible que j'me perde plus de 10mins dans le métro,0,"{'longitude': 2.35188701, 'latitude': 48.85672282}"
1622,2014-11-26 15:44:59+00:00,@jphuchon salut l'engagement de @JeanLucRomero dans la lutte contre le sida #EGELCS Cc @ElusContreSida,11,"{'longitude': 2.3533115, 'latitude': 48.8560535}"
1623,2014-11-25 11:24:42+00:00,Acte II d'une belle journée : Lancement de la plateforme de l'innovation dans le sport!! http://t.co/CFuKDt8E8o http://t.co/u8Xnn0s1lR,2,"{'longitude': 2.35242605, 'latitude': 48.85647052}"
1624,2014-11-23 12:49:49+00:00,"Le soleil est revenu sur la capital... Bon dimanche à toutes et tous ! ☀️Happy Sunday !😃💙
L'Hotel de… http://t.co/KhOOSUGJZf",0,"{'longitude': 2.352222, 'latitude': 48.856389}"
1625,2014-11-22 17:52:01+00:00,"Grande gagnante l'économie collaborative @Numerama: Face à l'omniprésent Wikipédia, Encyclopædia Universalis dépose le bilan",0,"{'longitude': 2.35303098, 'latitude': 48.85710475}"
1626,2014-11-21 22:29:31+00:00,@LE_CREFOM :entre les présidents du Senat et de l'Assemblee nationale http://t.co/4MCY1nMMiO,2,"{'longitude': 2.35340218, 'latitude': 48.85629431}"
1627,2014-11-21 22:07:38+00:00,Le CREFOM souhaite engager une réflexion avec la ministre de la culture sur l'ouverture aux créations si outre mer Greg germain,5,"{'longitude': 2.35339147, 'latitude': 48.85628892}"
1628,2014-11-21 22:04:32+00:00,Gros succés de la première grande manifestation du @LE_CREFOM à l'initiative de @karampatrick. http://t.co/ei5U8RHEDJ,2,"{'longitude': 2.35286213, 'latitude': 48.85611513}"
1629,2014-11-21 21:05:19+00:00,"Discours francois hollande il a de l'humour.""Là ou Lurel passe les obstacles s'effacent""#Dîner du @Le_Crefom@Gaelgb999",0,"{'longitude': 2.35330196, 'latitude': 48.85641022}"
1630,2014-11-21 21:03:16+00:00,"Discours: francois Hollande il a de l'humour
""Là ou lurel passe les obstacles s'effacent"" #Dîner du @Le_Crefom@Gaelgb999",0,"{'longitude': 2.35344005, 'latitude': 48.85636718}"
1631,2014-11-21 21:01:50+00:00,"#françois hollande il a de l'humour
""Là ou lurel passe les obstacles s'effacent"" #Dîner du @Le_Crefom@Gaelgb999@",0,"{'longitude': 2.35339622, 'latitude': 48.85629856}"
1632,2014-11-21 20:38:26+00:00,Rayonnante @samiabadat au dîner exceptionnel du @LE_CREFOM  pour témoigner de la réalité des outre-mer. http://t.co/1Q1mYybONm,7,"{'longitude': 2.3534094, 'latitude': 48.8564802}"
1633,2014-11-21 20:31:11+00:00,Success success !! Diner du @LE_CREFOM @ClaudeRibbe @Claudy_Siar @Gaelgb999 @karampatrick http://t.co/gL313Rg6rd,0,"{'longitude': 2.35340648, 'latitude': 48.85629331}"
1634,2014-11-20 17:27:14+00:00,RT Unis pr le droit de disposer de son identité et son corps #Existrans #LGBT @david_belliard @Yves_Contassot http://t.co/VOlZTTE6oz,1,"{'longitude': 2.35162089, 'latitude': 48.85701095}"
1635,2014-11-20 15:42:07+00:00,#ForumSmartCity  cité  connectée cité moins énergivore,0,"{'longitude': 2.35339737, 'latitude': 48.85628891}"
1636,2014-11-20 15:06:37+00:00,J'ai jamais dit que c'était de sa faute. J'aide à l'amélioration du quotidien...:-) @MaxTaillebois et le cm @RERC_SNCF est courtois lui!,0,"{'longitude': 2.35337516, 'latitude': 48.85625789}"
1637,2014-11-20 14:48:14+00:00,Oui la ville numérique sera plus participative #ForumSmartCity,0,"{'longitude': 2.35340102, 'latitude': 48.85627324}"
1638,2014-11-20 14:16:38+00:00,@RERC_SNCF train vers Pontoise je n'ai pas retenu le nom mais la clim c'était pas top :-(,0,"{'longitude': 2.35336273, 'latitude': 48.8562302}"
1639,2014-11-20 13:46:20+00:00,#forumsmartcity pour les joueurs de starcraft:les déplacements en idf c'est aller miner dans le camps adverse ses ressources.,0,"{'longitude': 2.3534419, 'latitude': 48.8564418}"
1640,2014-11-20 10:24:36+00:00,#forumsmartcity le mot hacker est souvent employée. Hacker la ville @jlmissika,0,"{'longitude': 2.3534335, 'latitude': 48.8564036}"
1641,2014-11-20 10:16:01+00:00,Dans le storytelling des #smartcity l'esprit technocratique cède à la co-création citoyenne et le hack #ForumSmartCity @CarlosMorenoFr,3,"{'longitude': 2.3533981, 'latitude': 48.8564385}"
1642,2014-11-20 10:02:54+00:00,"#forumsmartcity l'energie fossile, s'epuise mais le baril est à 75 dollars: 5 milliards d'euros pour les entreprises grâce à cette baisse",1,"{'longitude': 2.3534106, 'latitude': 48.8564067}"
1643,2014-11-20 09:53:14+00:00,"#forumsmartcity  et l'ipod c'est feu thomsom qui l'a présenté à  Steve Jobs
 Faut juste investir et oser. Thomson à raté le coche",0,"{'longitude': 2.3534085, 'latitude': 48.8564183}"
1644,2014-11-20 09:40:08+00:00,#forumsmartcity aujourd'hui notre geolocalisation est américaine. Le lancement de galileo à échoué.,0,"{'longitude': 2.353384, 'latitude': 48.8564224}"
1645,2014-11-20 09:24:19+00:00,#forumsmartcity  la tour triangle montre bien le nihilisme décrié  par André Malraux à lors la construction de la tour montparnasse.,0,"{'longitude': 2.3534159, 'latitude': 48.8564024}"
1646,2014-11-20 08:58:44+00:00,#ForumSmartCity version papier obligatoire pour le badge. Lol,0,"{'longitude': 2.3532258, 'latitude': 48.8562943}"
1647,2014-11-20 08:58:23+00:00,Programme chargé pour le Forum Smart City du Grand Paris #VilleDeParis #LaTribune http://t.co/Y1o5sIQOUs,0,"{'longitude': 2.353423, 'latitude': 48.856348}"
1648,2014-11-19 20:30:35+00:00,Et c est parti pour le Salon des artistes 2014 ! Du lundi au samedi de 10h à 19h ! @ Hôtel de Ville de… http://t.co/BsJX73V7jD,0,"{'longitude': 2.35179906, 'latitude': 48.85708717}"
1649,2014-11-19 18:12:01+00:00,"J'ai ri (jaune) ""@ParisUrba: ""Je serai très vigilante sur la politique du logement social dans le 7e"" @datirachida""",3,"{'longitude': 2.3514438, 'latitude': 48.8566608}"
1650,2014-11-19 11:34:43+00:00,@laffargue @BFMTV le Soudan c'est une blague ???,0,"{'longitude': 2.3514242, 'latitude': 48.8566741}"
1651,2014-11-19 10:52:50+00:00,Très fière de m'exprimer aux côtés de @pbloche et @cgirard pour le lancement de la concertation Bastille et Nation #conseildeParis #Paris12,15,"{'longitude': 2.3514733, 'latitude': 48.8566739}"
1652,2014-11-18 19:03:44+00:00,Réaction au bilan annuel très décevant de la Ville concernant le développement durable. #ConseildeParis @GroupeUMP http://t.co/IpUy4C1WgP,13,"{'longitude': 2.35137224, 'latitude': 48.85656125}"
1653,2014-11-17 19:02:16+00:00,Pourquoi les écolos ont voté contre sur la @TourTriangle le recap @LeNouvelObs @ecoloParis http://t.co/ongep5Ehav,13,"{'longitude': 2.35141392, 'latitude': 48.85668577}"
1654,2014-11-17 17:44:46+00:00,Le @ecoloParis vote une proposition du PC pour refuser de donner un nom commercial au palais omnisports de Bercy @NicolasBonnetO : adopté ;),9,"{'longitude': 2.35149256, 'latitude': 48.85658213}"
1655,2014-11-17 12:55:09+00:00,Le #ConseildeParis rejette la tour Triangle! Pensée émue pour Anne Hidalgo.,11,"{'longitude': 2.35147861, 'latitude': 48.8566627}"
1656,2014-11-17 12:05:37+00:00,"#ConseildeParis #Tour Triangle, le collab de #NKM qui suit et film tous les Conseillers UMP. Pas confiance ? #Ambiance #DemocratieUMPIste",5,"{'longitude': 2.351454, 'latitude': 48.8566589}"
1657,2014-11-17 12:02:32+00:00,Vote @TourTriangle : nous refusons le vote secret @Celia_Blauel (floue;)) vote contre http://t.co/Q7T7qxOK4O,8,"{'longitude': 2.35144704, 'latitude': 48.85667051}"
1658,2014-11-17 11:03:28+00:00,Dans le CR du #ConseildeParis de fev. 2007 on peut lire que c'est l'UMP qui a demande un vote a bulletins secrets pour J. Boin. @maopeninou,3,"{'longitude': 2.35144317, 'latitude': 48.85668244}"
1659,2014-11-17 10:35:44+00:00,"""Ce sont les habitants qui doivent décider pas le #medef "" @annesouyris #ConseildeParis",10,"{'longitude': 2.35141398, 'latitude': 48.85670293}"
1660,2014-11-17 08:42:07+00:00,Ce matin au #conseildeParis nous évoquons de nombreux projets urbains pour le #Paris de demain dont le projet Bercy-Charenton #Paris12,8,"{'longitude': 2.35144, 'latitude': 48.8566616}"
1661,2014-11-17 08:35:19+00:00,"""@Anne_Hidalgo: Le #ConseilDeParis observe une minute de silence en mémoire de Rémi Fraisse."" En l'absence de tous les élus UMP!",3,"{'longitude': 2.3514399, 'latitude': 48.8566568}"
1662,2014-11-13 15:40:11+00:00,Pourquoi il faut construire la tour Triangle? Un grand architecte dénonce le changement de position des élus #UMP http://t.co/K3iOEorPvp,15,"{'longitude': 2.3525434, 'latitude': 48.857221}"
1663,2014-11-13 10:58:01+00:00,C'est bien le moins !RT @lemondefr Bizutage à Lille:7 étudiants condamnés à des travaux d'intérêt géné http://t.co/snxXilFOxW #stopbizutage,0,"{'longitude': 2.35304639, 'latitude': 48.85685844}"
1664,2014-11-12 19:32:27+00:00,Aux #GBA2014 c'est @wat_tv et Stéphanie Boissin qui remettent le prix meilleur videoblog/podcast a agence tous geek! http://t.co/Oj51hEE3AX,1,"{'longitude': 2.35343291, 'latitude': 48.85638512}"
1665,2014-11-12 18:42:55+00:00,"Harry Potter et son drôle de chapeau sur le stand du #pointParis. #gba5 @ Hôtel de Ville, Paris http://t.co/BGoqlLLJSX",1,"{'longitude': 2.35222222, 'latitude': 48.85638889}"
1666,2014-11-12 17:53:19+00:00,@Parispelemele tu peux le faire en douceur. Apres moi j'avais une raison...,0,"{'longitude': 2.35209414, 'latitude': 48.85651484}"
1667,2014-11-10 13:52:07+00:00,"Avec le furoncle ! #Paris nmh.m @ Hôtel de Ville, Paris http://t.co/DLRG7HPO3q",0,"{'longitude': 2.35222222, 'latitude': 48.85638889}"
1668,2014-11-07 16:52:40+00:00,"Moi j'suis dépendant à mon phone et ma PS4, au moins je le sais et je l'assume cest mieux que nier le mal.",0,"{'longitude': 2.35295021, 'latitude': 48.85708873}"
1669,2014-11-07 14:08:08+00:00,".@LeclercFlorence est comme le professeur Rollin, toujours une reponse à donner ! ;-) @virgilernml @GroupeRATP",0,"{'longitude': 2.3528864, 'latitude': 48.8571505}"
